Brand,Model,Launch Year,Segment,Fuel Type,Variants,Ex-Showroom Price (₹ Lakhs),Monthly Sales (Units),Battery / Mileage,Notable Features,Price Min (Lakh),Price Max (Lakh),Price Avg (Lakh),Is EV,Fuel Type Clean
Maruti Suzuki,Fronx,2020,Electric SUV,Petrol/CNG,14,12.00 - 25.00,3895,28.4 kmpl,"TPMS, EBD, 360 Camera, Sunroof, AC, Ventilated Seats, Touchscreen, Power Windows, Wireless Charging",12.0,25.0,18.5,ICE/Hybrid,Petrol/CNG
Hyundai,Exter,2022,Hatchback,Diesel,13,3.50 - 8.50,8181,21.8 kmpl,"ABS, EBD, Cruise Control, Leather Seats, Ventilated Seats, HUD, Wireless Charging, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Diesel
Honda,WR-V,2023,SUV,Petrol,16,10.00 - 30.00,5510,22.2 kmpl,"360 Camera, EBD, ADAS, Cruise Control, Leather Seats, Power Windows, Voice Control, HUD, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Petrol
Volkswagen,Virtus,2020,Hatchback,Petrol,23,3.50 - 8.50,8021,18.2 kmpl,"TPMS, Airbags, EBD, Touchscreen, Ventilated Seats, Sunroof, Power Windows, AC, Connected Car, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Volkswagen,Polo,2023,Compact SUV,Diesel,8,7.00 - 18.00,13254,18.3 kmpl,"ADAS, TPMS, Ventilated Seats, Cruise Control, AC, Sunroof, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Diesel
Volkswagen,Virtus,2015,Sedan,Petrol,20,6.00 - 15.00,12598,15.1 kmpl,"ABS, EBD, TPMS, Ventilated Seats, Sunroof, AC, Power Windows, Touchscreen, HUD",6.0,15.0,10.5,ICE/Hybrid,Petrol
BYD,Atto 3,2017,Compact SUV,Petrol,10,7.00 - 18.00,11644,18.4 kmpl,"ABS, EBD, Power Windows, Ventilated Seats, Sunroof, Voice Control, Wireless Charging, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
Kia,Seltos,2017,Electric SUV,Petrol,21,12.00 - 25.00,1911,18.2 kmpl,"ABS, EBD, Touchscreen, Leather Seats, Sunroof, Connected Car",12.0,25.0,18.5,ICE/Hybrid,Petrol
Renault,Kwid,2021,Compact SUV,Petrol,19,7.00 - 18.00,12698,22.2 kmpl,"ESC, EBD, TPMS, ADAS, Touchscreen, Leather Seats, Ventilated Seats, AC, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol
Mercedes,C-Class,2015,MPV,Petrol/CNG,2,8.00 - 20.00,6369,28.7 kmpl,"Hill Hold, TPMS, 360 Camera, ESC, Ventilated Seats, Sunroof, Cruise Control, Power Windows, Leather Seats, HUD",8.0,20.0,14.0,ICE/Hybrid,Petrol/CNG
Toyota,Urban Cruiser,2023,Compact SUV,Diesel,24,7.00 - 18.00,9801,18.5 kmpl,"ESC, ABS, Hill Hold, 360 Camera, Ventilated Seats, AC, Sunroof, HUD",7.0,18.0,12.5,ICE/Hybrid,Diesel
Lexus,RX,2023,Hatchback,Diesel,11,3.50 - 8.50,18388,22.9 kmpl,"Hill Hold, EBD, Ventilated Seats, Leather Seats, Cruise Control, AC, Touchscreen, HUD",3.5,8.5,6.0,ICE/Hybrid,Diesel
Jeep,Meridian,2019,Luxury,Petrol,17,30.00 - 100.00,314,20.1 kmpl,"ADAS, TPMS, ESC, EBD, AC, Sunroof, Leather Seats, Cruise Control, Touchscreen, Android Auto, Connected Car",30.0,100.0,65.0,ICE/Hybrid,Petrol
Audi,A4,2021,SUV,Petrol,14,10.00 - 30.00,5667,17.1 kmpl,"ADAS, ABS, Hill Hold, Sunroof, Cruise Control, AC, Android Auto, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Petrol
Toyota,Fortuner,2015,Hatchback,Petrol,22,3.50 - 8.50,16300,16.7 kmpl,"Airbags, TPMS, ESC, ADAS, Sunroof, AC, Touchscreen, Power Windows, Wireless Charging, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Renault,Kwid,2015,Hatchback,Diesel,7,3.50 - 8.50,14115,19.1 kmpl,"ADAS, EBD, ESC, 360 Camera, Ventilated Seats, Cruise Control, Touchscreen, AC, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Diesel
Mercedes,A-Class,2015,Sedan,Electric,8,7.20 - 19.50,10142,386 km range,"Hill Hold, Airbags, TPMS, ABS, Leather Seats, Power Windows, Cruise Control, Sunroof, Apple CarPlay, HUD, Connected Car",7.2,19.5,13.35,EV,EV
Honda,City,2020,SUV,Diesel,6,10.00 - 30.00,6518,19.3 kmpl,"ADAS, EBD, Airbags, Ventilated Seats, Sunroof, AC, Voice Control, Apple CarPlay, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Diesel
Toyota,Fortuner,2016,Electric Hatchback,Diesel,8,6.00 - 12.00,1242,26.1 kmpl,"Airbags, Hill Hold, Ventilated Seats, Leather Seats, AC, Touchscreen, Voice Control, Android Auto",6.0,12.0,9.0,ICE/Hybrid,Diesel
BMW,X1,2016,Hatchback,Petrol/CNG,7,3.50 - 8.50,13212,25.6 kmpl,"ESC, Hill Hold, 360 Camera, Sunroof, Touchscreen, Leather Seats, AC, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Toyota,Camry,2022,Sedan,Petrol,19,6.00 - 15.00,6175,24.0 kmpl,"TPMS, ESC, ADAS, EBD, Touchscreen, AC, Power Windows, Sunroof, Cruise Control, Voice Control, HUD",6.0,15.0,10.5,ICE/Hybrid,Petrol
BMW,2 Series,2021,Compact SUV,Diesel,6,7.00 - 18.00,9187,22.5 kmpl,"ABS, ADAS, TPMS, Sunroof, Ventilated Seats, Cruise Control, Power Windows, AC, Connected Car, Apple CarPlay, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Diesel
Mercedes,A-Class,2018,Electric SUV,Petrol/Diesel,21,12.00 - 25.00,3147,16.8 kmpl,"ABS, ESC, Ventilated Seats, AC, Touchscreen, Cruise Control, Android Auto, Apple CarPlay",12.0,25.0,18.5,ICE/Hybrid,Petrol/Diesel
Hyundai,Verna,2020,Compact SUV,Diesel,17,7.00 - 18.00,7304,26.4 kmpl,"360 Camera, ESC, EBD, Leather Seats, AC, Cruise Control, Power Windows, Touchscreen, Apple CarPlay, Connected Car, HUD",7.0,18.0,12.5,ICE/Hybrid,Diesel
BMW,2 Series,2020,Electric Hatchback,Diesel,9,6.00 - 12.00,1331,26.7 kmpl,"ESC, 360 Camera, Hill Hold, AC, Cruise Control, Touchscreen, Sunroof, Leather Seats, Wireless Charging",6.0,12.0,9.0,ICE/Hybrid,Diesel
BYD,E6,2022,Hatchback,Petrol,9,3.50 - 8.50,13577,17.3 kmpl,"360 Camera, EBD, ABS, Leather Seats, Power Windows, Sunroof, Touchscreen, Connected Car, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Toyota,Urban Cruiser,2018,Hatchback,Petrol,24,3.50 - 8.50,11331,15.9 kmpl,"ESC, Hill Hold, ADAS, Sunroof, AC, Ventilated Seats, Touchscreen, Leather Seats, Voice Control, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Force,Gurkha,2016,Sedan,Petrol/Diesel,9,6.00 - 15.00,12747,20.8 kmpl,"Hill Hold, Airbags, AC, Leather Seats, Ventilated Seats, HUD, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol/Diesel
Kia,Seltos,2017,Electric SUV,Petrol,8,12.00 - 25.00,3076,15.5 kmpl,"360 Camera, TPMS, Touchscreen, Sunroof, Leather Seats, AC, Power Windows, Android Auto",12.0,25.0,18.5,ICE/Hybrid,Petrol
BYD,Atto 3,2022,Hatchback,Petrol,22,3.50 - 8.50,8917,18.2 kmpl,"Hill Hold, 360 Camera, ESC, Ventilated Seats, Cruise Control, Leather Seats, Touchscreen, AC, Connected Car, Voice Control, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Maruti Suzuki,Swift,2017,Compact SUV,Petrol/Diesel,23,7.00 - 18.00,12793,15.3 kmpl,"ESC, ABS, Hill Hold, Sunroof, Cruise Control, Touchscreen, AC, Ventilated Seats, Voice Control, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol/Diesel
Tata,Punch,2017,Compact SUV,Diesel,8,7.00 - 18.00,14512,24.7 kmpl,"Airbags, ADAS, ABS, TPMS, Sunroof, Cruise Control, Leather Seats, AC, Power Windows, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Diesel
Force,Gurkha,2023,Compact SUV,Petrol,1,7.00 - 18.00,7956,20.8 kmpl,"ADAS, EBD, TPMS, ABS, Sunroof, Power Windows, Leather Seats, HUD, Connected Car, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol
BYD,Atto 3,2018,Hatchback,Petrol/Diesel,17,3.50 - 8.50,13710,19.9 kmpl,"ABS, 360 Camera, Touchscreen, Cruise Control, AC, Leather Seats, Voice Control, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol/Diesel
Honda,WR-V,2015,SUV,Diesel,3,10.00 - 30.00,5185,18.4 kmpl,"ABS, Airbags, Power Windows, Sunroof, Leather Seats, Wireless Charging, Apple CarPlay, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Diesel
Lexus,RX,2018,Compact SUV,Petrol/CNG,16,7.00 - 18.00,8395,21.6 kmpl,"EBD, 360 Camera, Airbags, Leather Seats, Ventilated Seats, Power Windows, Touchscreen, Cruise Control, Apple CarPlay, HUD, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
Volkswagen,Taigun,2020,Hatchback,Petrol,22,3.50 - 8.50,10362,21.9 kmpl,"360 Camera, ADAS, ESC, Leather Seats, AC, Power Windows, Cruise Control, HUD, Voice Control, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Volkswagen,Virtus,2022,Compact SUV,Diesel,9,7.00 - 18.00,12572,18.9 kmpl,"360 Camera, ADAS, Power Windows, Sunroof, Ventilated Seats, HUD",7.0,18.0,12.5,ICE/Hybrid,Diesel
Citroen,C3,2023,SUV,Petrol,13,10.00 - 30.00,4765,17.5 kmpl,"EBD, ABS, TPMS, Hill Hold, AC, Ventilated Seats, Touchscreen, Cruise Control, Sunroof, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Petrol
Mahindra,Bolero,2022,SUV,Petrol,22,10.00 - 30.00,4331,18.2 kmpl,"Airbags, ABS, EBD, TPMS, Sunroof, Leather Seats, AC, Cruise Control, Apple CarPlay, Android Auto, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Petrol
BYD,E6,2023,Sedan,Electric,1,7.20 - 19.50,10156,418 km range,"ADAS, ABS, Hill Hold, AC, Touchscreen, Sunroof, Ventilated Seats, Android Auto, HUD",7.2,19.5,13.35,EV,EV
BMW,2 Series,2017,Hatchback,Petrol/CNG,14,3.50 - 8.50,16468,29.3 kmpl,"Airbags, EBD, AC, Touchscreen, Power Windows, HUD, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Toyota,Innova,2020,Compact SUV,Petrol,18,7.00 - 18.00,12082,19.8 kmpl,"TPMS, Airbags, Hill Hold, Leather Seats, AC, Power Windows, Sunroof, Touchscreen, Voice Control, HUD, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Volkswagen,Taigun,2018,Sedan,Petrol,3,6.00 - 15.00,4566,20.5 kmpl,"ESC, ABS, 360 Camera, Ventilated Seats, Cruise Control, Leather Seats, Connected Car, Wireless Charging, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Petrol
Mercedes,A-Class,2020,Compact SUV,Petrol/CNG,5,7.00 - 18.00,6716,27.4 kmpl,"ESC, 360 Camera, Touchscreen, Cruise Control, Power Windows, HUD, Voice Control, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
Jeep,Meridian,2018,Hatchback,Electric,2,4.20 - 11.05,10823,238 km range,"Airbags, 360 Camera, ABS, EBD, Sunroof, Cruise Control, AC, Android Auto, Voice Control",4.2,11.05,7.625,EV,EV
Lexus,NX,2017,Electric Hatchback,Petrol/CNG,13,6.00 - 12.00,2399,20.5 kmpl,"ADAS, Hill Hold, Leather Seats, AC, Power Windows, Wireless Charging",6.0,12.0,9.0,ICE/Hybrid,Petrol/CNG
Renault,Kiger,2015,Hatchback,Petrol,1,3.50 - 8.50,8634,21.1 kmpl,"360 Camera, ADAS, Airbags, Sunroof, Cruise Control, AC, Power Windows, Ventilated Seats, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Citroen,C5 Aircross,2022,Compact SUV,Petrol,14,7.00 - 18.00,8641,19.7 kmpl,"360 Camera, Airbags, EBD, ABS, Cruise Control, AC, Sunroof, Ventilated Seats, HUD, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Tata,Harrier,2022,Compact SUV,Petrol,24,7.00 - 18.00,7475,18.9 kmpl,"EBD, Hill Hold, 360 Camera, ABS, Ventilated Seats, Power Windows, Touchscreen, Android Auto, Apple CarPlay, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Mahindra,Scorpio,2021,SUV,Electric,19,12.00 - 39.00,3664,443 km range,"Hill Hold, ABS, ADAS, TPMS, AC, Power Windows, Leather Seats, Voice Control, Android Auto, HUD",12.0,39.0,25.5,EV,EV
Mercedes,C-Class,2017,Hatchback,Petrol/CNG,2,3.50 - 8.50,8408,27.4 kmpl,"Hill Hold, ABS, ADAS, Sunroof, Cruise Control, Touchscreen, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Maruti Suzuki,Wagon R,2021,Compact SUV,Petrol/CNG,12,7.00 - 18.00,14437,24.9 kmpl,"Hill Hold, ADAS, Cruise Control, Ventilated Seats, Sunroof, Power Windows, Connected Car, Wireless Charging, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
BMW,X1,2018,Electric Hatchback,Diesel,25,6.00 - 12.00,1208,24.5 kmpl,"ABS, ESC, Sunroof, Cruise Control, AC, Power Windows, HUD",6.0,12.0,9.0,ICE/Hybrid,Diesel
Maruti Suzuki,Fronx,2022,Hatchback,Petrol,3,3.50 - 8.50,13207,17.4 kmpl,"EBD, ESC, Airbags, 360 Camera, Sunroof, AC, Cruise Control, Touchscreen, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
MG,Astor,2019,Hatchback,Petrol,3,3.50 - 8.50,14848,18.7 kmpl,"EBD, ESC, TPMS, AC, Sunroof, Leather Seats, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Skoda,Kushaq,2023,Compact SUV,Diesel,7,7.00 - 18.00,13800,25.1 kmpl,"ABS, EBD, TPMS, Power Windows, Cruise Control, Touchscreen, AC, Ventilated Seats, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Diesel
Toyota,Fortuner,2016,Sedan,Petrol/CNG,23,6.00 - 15.00,5275,21.2 kmpl,"ABS, ADAS, Touchscreen, Ventilated Seats, Leather Seats, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol/CNG
Skoda,Kushaq,2021,Luxury,Petrol/CNG,23,30.00 - 100.00,189,24.7 kmpl,"EBD, 360 Camera, ESC, ABS, AC, Leather Seats, Sunroof, Power Windows, Ventilated Seats, Wireless Charging",30.0,100.0,65.0,ICE/Hybrid,Petrol/CNG
MG,ZS EV,2017,Compact SUV,Petrol,21,7.00 - 18.00,14872,15.4 kmpl,"Airbags, TPMS, Sunroof, Power Windows, Touchscreen, AC, Leather Seats, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Jeep,Meridian,2021,SUV,Petrol,13,10.00 - 30.00,6604,15.8 kmpl,"EBD, TPMS, ESC, Cruise Control, Sunroof, Power Windows, Leather Seats, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Petrol
Tata,Nexon,2021,Compact SUV,Electric,2,8.40 - 23.40,12960,240 km range,"TPMS, 360 Camera, Ventilated Seats, Sunroof, AC, Wireless Charging",8.4,23.4,15.899999999999999,EV,EV
Honda,Amaze,2021,Sedan,Petrol,20,6.00 - 15.00,11057,19.4 kmpl,"ABS, EBD, Power Windows, Sunroof, AC, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Petrol
Toyota,Hilux,2022,Luxury,Petrol,23,30.00 - 100.00,637,16.1 kmpl,"Hill Hold, Airbags, Cruise Control, AC, Leather Seats, Sunroof, Voice Control, Android Auto",30.0,100.0,65.0,ICE/Hybrid,Petrol
Mercedes,C-Class,2017,Electric SUV,Petrol,20,12.00 - 25.00,3050,23.4 kmpl,"EBD, Hill Hold, ABS, ESC, Power Windows, Leather Seats, Cruise Control, Voice Control, Connected Car, Apple CarPlay",12.0,25.0,18.5,ICE/Hybrid,Petrol
Nissan,Kicks,2019,Sedan,Petrol,5,6.00 - 15.00,4796,16.9 kmpl,"ABS, EBD, Airbags, Hill Hold, Power Windows, Ventilated Seats, Sunroof, Leather Seats, Cruise Control, Connected Car, Wireless Charging, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
Kia,Sonet,2020,Compact SUV,Petrol,22,7.00 - 18.00,14181,21.6 kmpl,"ADAS, EBD, TPMS, Sunroof, AC, Power Windows, Cruise Control, Leather Seats, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol
BMW,2 Series,2020,Luxury,Petrol/Diesel,13,30.00 - 100.00,460,15.3 kmpl,"Airbags, ADAS, ESC, Cruise Control, Ventilated Seats, Power Windows, Connected Car, HUD, Android Auto",30.0,100.0,65.0,ICE/Hybrid,Petrol/Diesel
BMW,X1,2019,Compact SUV,Diesel,20,7.00 - 18.00,13161,20.9 kmpl,"Airbags, TPMS, ADAS, ABS, Leather Seats, Sunroof, Cruise Control, HUD",7.0,18.0,12.5,ICE/Hybrid,Diesel
Jeep,Meridian,2023,SUV,Petrol,25,10.00 - 30.00,5073,19.7 kmpl,"ABS, Hill Hold, 360 Camera, Touchscreen, AC, Power Windows, Cruise Control, Leather Seats, Wireless Charging, Voice Control, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Petrol
Lexus,NX,2018,Electric SUV,Diesel,14,12.00 - 25.00,1938,25.2 kmpl,"ADAS, 360 Camera, Airbags, Power Windows, Leather Seats, Sunroof, Wireless Charging, Apple CarPlay, Voice Control",12.0,25.0,18.5,ICE/Hybrid,Diesel
Honda,WR-V,2016,Electric SUV,Petrol/Diesel,2,12.00 - 25.00,3717,21.2 kmpl,"TPMS, ABS, ESC, 360 Camera, Power Windows, Ventilated Seats, AC, Leather Seats, Touchscreen, Android Auto",12.0,25.0,18.5,ICE/Hybrid,Petrol/Diesel
Tata,Harrier,2017,Compact SUV,Petrol/CNG,24,7.00 - 18.00,6639,25.0 kmpl,"ESC, ABS, ADAS, Airbags, Touchscreen, Sunroof, Cruise Control, AC, Power Windows, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
Toyota,Hilux,2022,Luxury,Electric,5,36.00 - 130.00,249,500 km range,"EBD, 360 Camera, Cruise Control, Sunroof, Touchscreen, AC, HUD, Apple CarPlay, Wireless Charging",36.0,130.0,83.0,EV,EV
Kia,EV6,2015,Electric Hatchback,Petrol,4,6.00 - 12.00,1623,22.4 kmpl,"EBD, TPMS, Touchscreen, Ventilated Seats, Leather Seats, HUD, Wireless Charging",6.0,12.0,9.0,ICE/Hybrid,Petrol
BMW,3 Series,2015,Compact SUV,Petrol,23,7.00 - 18.00,12531,16.0 kmpl,"EBD, 360 Camera, Ventilated Seats, Touchscreen, AC, Power Windows, Leather Seats, HUD, Voice Control, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol
Nissan,Kicks,2017,Hatchback,Petrol,24,3.50 - 8.50,9350,22.1 kmpl,"EBD, Airbags, Sunroof, Cruise Control, Touchscreen, AC, Power Windows, Connected Car, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
BYD,E6,2017,Sedan,Petrol,4,6.00 - 15.00,10835,15.0 kmpl,"360 Camera, ABS, Airbags, Leather Seats, Ventilated Seats, Sunroof, Android Auto, Connected Car, Wireless Charging",6.0,15.0,10.5,ICE/Hybrid,Petrol
Kia,Sonet,2015,MPV,Petrol,21,8.00 - 20.00,2898,19.1 kmpl,"Hill Hold, EBD, Airbags, TPMS, Leather Seats, Touchscreen, Cruise Control, Android Auto, Voice Control",8.0,20.0,14.0,ICE/Hybrid,Petrol
Honda,City,2022,Hatchback,Diesel,11,3.50 - 8.50,17818,23.7 kmpl,"360 Camera, Airbags, EBD, Leather Seats, Ventilated Seats, Cruise Control, AC, Power Windows, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Diesel
MG,Hector,2022,Compact SUV,Petrol,6,7.00 - 18.00,8213,24.8 kmpl,"Airbags, TPMS, ABS, Hill Hold, Touchscreen, Ventilated Seats, Sunroof, AC, HUD, Voice Control, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol
Volkswagen,Taigun,2016,MPV,Diesel,15,8.00 - 20.00,4807,24.4 kmpl,"ABS, TPMS, AC, Power Windows, Touchscreen, Ventilated Seats, Apple CarPlay, Android Auto, Voice Control",8.0,20.0,14.0,ICE/Hybrid,Diesel
Audi,Q5,2018,Hatchback,Petrol,21,3.50 - 8.50,13278,23.6 kmpl,"360 Camera, Hill Hold, ADAS, Leather Seats, Power Windows, AC, Sunroof, Cruise Control, Android Auto, Voice Control, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Hyundai,i20,2018,Luxury,Petrol/CNG,2,30.00 - 100.00,427,26.5 kmpl,"ADAS, 360 Camera, EBD, Airbags, Ventilated Seats, Sunroof, Cruise Control, Voice Control, Connected Car",30.0,100.0,65.0,ICE/Hybrid,Petrol/CNG
Jeep,Compass,2017,SUV,Petrol,21,10.00 - 30.00,5449,16.3 kmpl,"ADAS, TPMS, EBD, Airbags, Touchscreen, Leather Seats, Sunroof, Connected Car, Wireless Charging, HUD",10.0,30.0,20.0,ICE/Hybrid,Petrol
Renault,Triber,2020,SUV,Petrol,3,10.00 - 30.00,5135,22.2 kmpl,"ESC, ADAS, Airbags, Touchscreen, Leather Seats, Sunroof, Power Windows, Cruise Control, Apple CarPlay, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Petrol
Force,Gurkha,2019,Sedan,Petrol/Diesel,22,6.00 - 15.00,8562,21.5 kmpl,"ESC, Airbags, ABS, AC, Power Windows, Sunroof, Ventilated Seats, HUD",6.0,15.0,10.5,ICE/Hybrid,Petrol/Diesel
Hyundai,Alcazar,2020,Hatchback,Diesel,10,3.50 - 8.50,17520,24.7 kmpl,"TPMS, Airbags, 360 Camera, ABS, Power Windows, Leather Seats, Ventilated Seats, HUD",3.5,8.5,6.0,ICE/Hybrid,Diesel
MG,Astor,2016,Compact SUV,Petrol,17,7.00 - 18.00,11383,16.8 kmpl,"ADAS, EBD, AC, Ventilated Seats, Cruise Control, Touchscreen, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Renault,Triber,2016,Hatchback,Petrol/CNG,24,3.50 - 8.50,17118,22.1 kmpl,"360 Camera, ADAS, ABS, Airbags, Power Windows, Cruise Control, Leather Seats, AC, Connected Car, Android Auto, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Jeep,Compass,2021,Compact SUV,Diesel,6,7.00 - 18.00,15099,25.0 kmpl,"ABS, TPMS, Ventilated Seats, Touchscreen, Leather Seats, Connected Car, Android Auto, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Diesel
Audi,Q3,2018,Electric Hatchback,Petrol,20,6.00 - 12.00,4509,18.9 kmpl,"Airbags, Hill Hold, Leather Seats, Cruise Control, AC, Ventilated Seats, Sunroof, Wireless Charging",6.0,12.0,9.0,ICE/Hybrid,Petrol
Volkswagen,Taigun,2022,SUV,Petrol,5,10.00 - 30.00,7130,16.1 kmpl,"360 Camera, ADAS, Airbags, ESC, AC, Touchscreen, Cruise Control, Android Auto, Wireless Charging, Voice Control",10.0,30.0,20.0,ICE/Hybrid,Petrol
Mahindra,XUV 700,2020,Sedan,Petrol,10,6.00 - 15.00,10996,21.0 kmpl,"ESC, Airbags, TPMS, Sunroof, Leather Seats, Power Windows, AC, Voice Control, HUD, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol
BMW,2 Series,2016,Hatchback,Petrol,14,3.50 - 8.50,15777,23.2 kmpl,"Hill Hold, ABS, TPMS, ESC, Touchscreen, Leather Seats, Sunroof, AC, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Tata,Nexon,2018,MPV,Electric,14,9.60 - 26.00,5066,240 km range,"Hill Hold, 360 Camera, Airbags, Leather Seats, Power Windows, AC, Touchscreen, Voice Control, Android Auto, HUD",9.6,26.0,17.8,EV,EV
BMW,2 Series,2015,Compact SUV,Petrol,15,7.00 - 18.00,10144,23.5 kmpl,"360 Camera, ADAS, TPMS, Airbags, Touchscreen, AC, Ventilated Seats, Cruise Control, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol
Skoda,Kushaq,2015,Electric Hatchback,Petrol,22,6.00 - 12.00,2216,20.5 kmpl,"ESC, Airbags, AC, Ventilated Seats, Sunroof, Android Auto",6.0,12.0,9.0,ICE/Hybrid,Petrol
Force,Gurkha,2023,Sedan,Diesel,19,6.00 - 15.00,11526,20.6 kmpl,"ADAS, Airbags, ESC, Cruise Control, Touchscreen, Power Windows, HUD, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Diesel
MG,Hector,2020,Compact SUV,Petrol,23,7.00 - 18.00,11692,24.2 kmpl,"Hill Hold, EBD, Leather Seats, Ventilated Seats, Sunroof, Power Windows, HUD, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Toyota,Hilux,2023,Hatchback,Petrol,24,3.50 - 8.50,16092,16.3 kmpl,"TPMS, ADAS, ESC, Sunroof, Power Windows, Leather Seats, Wireless Charging, Apple CarPlay, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Toyota,Innova,2020,Hatchback,Petrol,13,3.50 - 8.50,15951,16.6 kmpl,"ABS, ADAS, 360 Camera, Hill Hold, Touchscreen, Leather Seats, Sunroof, Ventilated Seats, Power Windows, HUD, Wireless Charging, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Renault,Triber,2018,Hatchback,Petrol,14,3.50 - 8.50,18158,20.5 kmpl,"ABS, ESC, EBD, Ventilated Seats, Power Windows, Cruise Control, Sunroof, Wireless Charging, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
BMW,2 Series,2020,Compact SUV,Petrol,5,7.00 - 18.00,10473,20.4 kmpl,"Hill Hold, EBD, Power Windows, Touchscreen, Ventilated Seats, Sunroof, Leather Seats, Wireless Charging, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Honda,WR-V,2015,Compact SUV,Electric,22,8.40 - 23.40,6988,445 km range,"ESC, EBD, 360 Camera, Airbags, Cruise Control, AC, Touchscreen, Wireless Charging, Apple CarPlay, Android Auto",8.4,23.4,15.899999999999999,EV,EV
Citroen,C5 Aircross,2020,Compact SUV,Electric,17,8.40 - 23.40,9015,238 km range,"EBD, Hill Hold, Airbags, Sunroof, Ventilated Seats, Power Windows, Cruise Control, Connected Car, Apple CarPlay",8.4,23.4,15.899999999999999,EV,EV
Jeep,Meridian,2015,MPV,Diesel,7,8.00 - 20.00,3815,21.3 kmpl,"EBD, ADAS, Sunroof, AC, Leather Seats, Touchscreen, Ventilated Seats, Wireless Charging, Connected Car, Voice Control",8.0,20.0,14.0,ICE/Hybrid,Diesel
